date | value
2000-07-22 | 973
2013-01-09 | 447
2014-08-03 | 822
2014-04-25 | 998
2014-08-03 | 152
2008-04-20 | 467
2019-10-01 | 957
2008-07-03 | 958
2014-09-24 | 129
2024-12-05 | 788
2005-04-08 | 144
2010-08-08 | 49
2007-06-18 | 192
2004-10-28 | 498
2015-12-20 | 123
2013-02-02 | 330
2017-02-28 | 142
2003-05-15 | 583
2022-10-25 | 257
2018-12-23 | 602
2009-12-27 | 240
2009-10-07 | 27
2020-06-03 | 410
2013-01-25 | 808
2024-01-07 | 629
2019-01-14 | 791
2009-06-09 | 902
2022-07-14 | 8
2015-12-05 | 102
2009-11-26 | 454
2010-08-17 | 125
2015-06-06 | 516
2013-08-27 | 209
2024-08-25 | 58
2012-05-13 | 984
2004-10-25 | 671
2023-05-14 | 334
2005-03-25 | 517
2013-05-07 | 805
2015-05-11 | 230
2019-01-08 | 743
2012-12-18 | 999
2014-03-28 | 945
2014-12-22 | 864
2021-03-11 | 201
2001-11-27 | 939
2020-05-21 | 712
2017-07-12 | 212
2017-03-24 | 881
2001-10-01 | 365
2006-08-04 | 322
2021-09-20 | 517
2024-10-11 | 427
2001-09-27 | 771
2001-08-28 | 845
2012-07-22 | 232
2015-02-26 | 391
2005-03-21 | 513
2015-04-12 | 512
2001-07-14 | 778
2014-01-06 | 540
2013-05-08 | 741
2016-11-28 | 380
2004-09-13 | 494
2015-11-18 | 947
2024-10-13 | 689
2017-09-18 | 520
2001-12-15 | 190
2008-09-27 | 923
2009-06-14 | 927
2023-09-28 | 577
2002-05-08 | 18
2021-05-14 | 422
2005-03-28 | 122
2007-06-24 | 208
2023-10-12 | 283
2003-06-03 | 337
2010-04-21 | 583
2004-01-17 | 132
2019-04-23 | 842
2020-12-21 | 952
2001-04-16 | 783
2015-07-25 | 288
2017-04-04 | 921
2007-11-19 | 267
2003-04-07 | 885
2024-03-14 | 995
2024-08-10 | 596
2019-10-02 | 696
2001-01-08 | 869
2023-04-06 | 465
2022-10-15 | 255
2009-10-27 | 564
2001-02-18 | 727
2016-11-15 | 793
2016-08-22 | 788
2012-11-17 | 840
2014-08-10 | 664
2018-08-07 | 817
2023-05-25 | 807
2021-12-08 | 849
2001-06-05 | 519
2018-03-25 | 737
2011-07-06 | 925
2017-02-03 | 259
2003-12-24 | 223
2021-06-26 | 994
2007-02-22 | 955
2014-10-06 | 492
2002-10-05 | 97
2011-05-07 | 649
2005-12-12 | 75
2024-06-15 | 453
2020-02-05 | 567
2021-06-18 | 753
2010-04-09 | 299
2019-06-01 | 698
2024-05-24 | 687
2007-07-25 | 563
2020-12-11 | 470
2006-01-24 | 477
2010-12-25 | 708
2023-02-18 | 260
2024-03-12 | 320
2010-04-19 | 986
2009-11-02 | 692
2023-03-28 | 545
2000-10-08 | 934
2019-11-28 | 206
2023-12-08 | 23
2014-05-04 | 141
2023-07-10 | 286
2021-01-13 | 405
2021-07-18 | 146
2014-01-20 | 341
2024-04-16 | 870
2001-03-22 | 351
2020-01-19 | 962
2024-02-04 | 675
2002-01-10 | 750
2021-06-20 | 394
2014-06-01 | 655
2013-01-26 | 315
2020-09-10 | 48
2013-07-05 | 508
2012-03-07 | 87
2009-02-19 | 636
2017-08-19 | 590
2014-10-06 | 304
2004-06-24 | 920
2015-09-28 | 512
2010-05-06 | 948
2016-06-21 | 753
2010-12-17 | 871
2008-03-20 | 102
2006-10-10 | 746
2020-07-15 | 101
2015-02-14 | 481
2022-01-06 | 659
2008-07-04 | 824
2017-12-06 | 955
2023-03-07 | 659
2001-07-06 | 458
2010-07-05 | 830
2017-03-25 | 208
2021-06-10 | 45
2018-11-01 | 351
2018-12-16 | 160
2006-05-16 | 181
2003-07-25 | 655
2005-11-06 | 615
2014-02-03 | 357
2004-11-26 | 650
2016-07-25 | 709
2021-01-09 | 989
2014-04-19 | 847
2021-10-05 | 326
2011-02-22 | 243
2000-03-24 | 639
2017-10-13 | 446
2018-10-06 | 534
2002-10-01 | 976
2022-09-22 | 313
2023-12-09 | 696
2012-10-15 | 700
2010-09-09 | 585
2002-12-13 | 622
2016-02-09 | 959
2021-06-10 | 526
2014-06-23 | 264
2023-04-18 | 398
2014-11-03 | 76
2006-09-05 | 41
2024-01-03 | 979
2006-11-18 | 799
2010-10-23 | 782
2016-01-01 | 905
2018-07-26 | 143
2006-12-06 | 620
2016-04-25 | 172
2008-06-06 | 632
2003-08-20 | 237
2001-01-01 | 689
2013-08-12 | 829
2001-08-19 | 796
2020-05-25 | 626
2009-06-28 | 952
2000-08-09 | 333
2001-10-10 | 482
2011-02-12 | 89
2022-12-27 | 487
2006-06-01 | 709
2011-04-19 | 81
2015-03-21 | 126
2012-08-11 | 564
2006-03-18 | 835
2022-04-26 | 235
2000-05-09 | 397
2024-08-26 | 806
2008-02-24 | 197
2010-06-11 | 375
2004-03-02 | 267
2001-08-28 | 8
2012-02-24 | 784
2000-09-16 | 200
2002-09-22 | 451
2003-03-10 | 911
2015-06-25 | 400
2004-12-21 | 486
2006-10-06 | 483
2013-09-24 | 750
2019-07-12 | 369
2000-07-18 | 154
2002-04-22 | 105
2007-08-10 | 797
2021-02-03 | 302
2020-03-01 | 702
2011-06-02 | 924
2005-01-24 | 199
2018-11-18 | 320
2020-03-27 | 775
2013-04-17 | 771
2000-02-21 | 746
2010-03-14 | 55
2000-02-26 | 512
2006-11-09 | 561
2003-08-01 | 796
2004-02-13 | 550
2001-03-22 | 941
2003-02-17 | 780
2015-02-12 | 350
2003-01-18 | 956
2017-08-21 | 848
2015-05-02 | 244
2022-07-21 | 801
2009-02-24 | 487
2007-09-02 | 937
2017-10-27 | 209
2024-10-12 | 230
2002-09-19 | 994
2008-07-28 | 49
2012-01-22 | 686
2007-06-09 | 794
2000-08-26 | 110
2001-11-24 | 270
2006-02-24 | 682
2018-11-01 | 647
2006-11-19 | 242
2006-06-20 | 71
2022-09-06 | 32
2000-02-03 | 576
2018-04-11 | 121
2024-02-16 | 430
2007-07-25 | 325
2012-10-26 | 670
2004-12-25 | 636
2008-08-20 | 357
2016-05-18 | 169
2018-12-02 | 963
2004-08-09 | 253
2022-08-24 | 479
2024-08-14 | 13
2024-11-24 | 704
2001-05-13 | 661
2001-08-15 | 995
2021-09-21 | 741
2004-10-05 | 58
2021-09-24 | 320
2017-07-21 | 368
2019-02-14 | 370
2016-02-23 | 944
2013-11-22 | 516
2023-08-04 | 197
2012-04-11 | 767
2013-04-18 | 36
2010-02-22 | 103
2012-10-04 | 33
2018-02-21 | 609
2022-03-22 | 635
2003-07-24 | 578
2012-04-04 | 277
2017-11-13 | 683
2013-10-20 | 900
2014-01-12 | 602
2012-12-28 | 755
2007-04-05 | 6
2001-10-14 | 931
2006-01-22 | 321
2011-06-07 | 554
2007-11-10 | 172
2017-01-05 | 982
2012-05-21 | 26
2007-04-23 | 639
2017-11-02 | 593
2022-11-21 | 955
2009-06-21 | 998
2024-03-09 | 133
2020-10-22 | 140
2001-11-23 | 890
2008-11-22 | 117
2012-08-01 | 704
2001-06-22 | 725
2020-10-26 | 581
2013-02-20 | 989
2011-08-12 | 108
2001-09-21 | 130
2010-07-17 | 20
2013-06-26 | 226
2017-02-27 | 946
2000-05-28 | 445
2007-05-28 | 720
2012-11-07 | 198
2017-10-19 | 770
2015-12-25 | 828
2008-02-21 | 522
2014-03-21 | 959
2010-07-26 | 638
2012-05-04 | 772
2008-03-17 | 295
2023-11-26 | 567
2014-08-18 | 705
2012-03-26 | 448
2017-06-11 | 481
2021-11-17 | 359
2004-06-22 | 119
2005-09-04 | 963
2022-04-15 | 20
2015-04-16 | 29
2010-05-15 | 73
2018-12-26 | 785
2003-12-04 | 776
2015-12-12 | 69
2015-01-17 | 495
2017-12-07 | 164
2017-01-09 | 457
2002-08-07 | 889
2003-10-23 | 674
2015-08-12 | 545
2005-03-11 | 647
2021-10-02 | 711
2017-06-23 | 859
2016-01-20 | 208
2015-08-02 | 367
2011-08-13 | 489
2024-08-16 | 917
2008-08-11 | 789
2007-01-09 | 303
2019-06-07 | 536
2017-09-16 | 508
2019-03-13 | 784
2006-10-20 | 67
2011-01-13 | 961
2008-01-27 | 441
2022-01-11 | 804
2006-08-09 | 775
2003-11-16 | 695
2003-03-04 | 747
2007-04-01 | 213
2006-12-17 | 593
2022-05-27 | 182
2012-05-25 | 659
2007-07-21 | 713
2006-09-21 | 862
2002-12-22 | 205
2015-02-26 | 797
2013-02-19 | 445
2024-03-03 | 724
2012-05-15 | 499
2011-03-04 | 668
2020-04-19 | 778
2003-11-09 | 57
2001-07-08 | 991
2015-01-02 | 103
2007-04-09 | 333
2002-07-10 | 89
2013-09-09 | 74
2002-08-20 | 399
2005-10-11 | 85
2024-07-20 | 425
2020-11-06 | 87
2003-07-28 | 435
2017-08-09 | 319
2007-11-13 | 672
2021-02-04 | 748
2004-07-21 | 635
2017-03-17 | 666
2023-04-17 | 921
2023-06-13 | 651
2002-08-15 | 296
2018-04-17 | 377
2014-01-18 | 935
2002-05-24 | 934
2013-04-22 | 957
2013-10-01 | 62
2007-09-04 | 830
2010-12-11 | 164
2020-05-25 | 890
2008-01-24 | 624
2007-09-08 | 586
2017-08-13 | 455
2007-06-26 | 696
2008-10-15 | 940
2011-06-23 | 146
2015-09-23 | 35
2008-03-22 | 468
2005-01-26 | 412
2015-09-19 | 382
2001-08-10 | 434
2012-03-03 | 747
2018-09-12 | 504
2014-03-03 | 529
2020-09-18 | 403
2018-11-17 | 450
2018-10-19 | 8
2019-09-03 | 273
2012-04-08 | 452
2013-02-16 | 933
2008-12-03 | 874
2001-01-28 | 223
2011-01-24 | 356
2021-04-03 | 14
2016-05-23 | 137
2009-05-11 | 724
2024-10-09 | 637
2010-12-04 | 143
2016-02-14 | 719
2005-10-24 | 18
2024-07-23 | 720
2021-05-11 | 589
2002-09-27 | 489
2001-02-22 | 976
2008-10-10 | 969
2018-05-05 | 787
2024-03-27 | 755
2009-06-22 | 108
2023-01-18 | 496
2007-04-10 | 937
2024-05-23 | 600
2003-04-17 | 963
2007-07-09 | 200
2005-10-28 | 680
2008-03-12 | 894
2022-01-07 | 371
2014-12-28 | 149
2024-06-23 | 475
2019-09-04 | 122
2003-05-18 | 587
2002-11-16 | 32
2019-12-25 | 54
2023-08-13 | 972
2018-11-04 | 584
2013-08-10 | 289
2018-08-17 | 689
2010-12-16 | 538
2003-05-26 | 205
2020-02-15 | 441
2017-03-20 | 717
2010-12-14 | 30
2002-06-15 | 640
2023-09-14 | 168
2021-10-14 | 259
2017-01-26 | 896
2020-04-18 | 943
2017-08-17 | 636
2023-09-06 | 260
2004-11-11 | 533
2004-01-02 | 79
2006-03-12 | 180
2005-01-20 | 200
2003-09-13 | 801
2015-06-09 | 459
2020-01-28 | 995
2014-09-04 | 444
2022-06-26 | 678
2003-08-15 | 110
2011-10-03 | 569
2018-06-14 | 698
2021-02-20 | 237
2020-08-25 | 767
2003-09-23 | 492
2021-02-17 | 843
2018-07-27 | 772
2023-01-03 | 486
2020-09-08 | 563
2009-09-11 | 330
2020-06-28 | 568
2015-09-20 | 193
2010-03-22 | 408
2021-11-01 | 790
2021-11-07 | 121
2012-01-28 | 507
2024-04-28 | 685
2020-02-04 | 641
2006-12-14 | 323
2003-09-17 | 15
2023-11-04 | 870
2009-04-17 | 232
2005-07-14 | 319
2024-01-04 | 98
2008-03-08 | 631
2018-07-01 | 901
2012-02-14 | 340
2006-02-08 | 780
2024-08-23 | 935
2010-11-08 | 368
2013-05-24 | 662
2018-07-13 | 328
2020-08-08 | 515
2024-04-02 | 539
2018-07-08 | 202
2012-04-19 | 439
2022-01-07 | 932
2023-03-13 | 938
2024-05-21 | 767
2008-05-17 | 731
2013-12-03 | 412
2020-04-24 | 463
2009-04-14 | 97
2001-08-09 | 248
2012-11-17 | 685
2010-02-08 | 35
2000-08-03 | 435
2016-11-19 | 654
2014-10-08 | 409
2003-11-05 | 438
2009-11-20 | 435
2020-04-16 | 633
2012-09-23 | 250
2005-11-22 | 982
2023-08-10 | 917
2023-01-28 | 164
2024-07-26 | 129
2017-06-04 | 26
2018-03-15 | 689
2006-10-19 | 971
2021-09-22 | 226
2017-07-05 | 916
2003-11-06 | 803
2016-09-20 | 967
2001-09-25 | 220
2017-01-11 | 785
2024-01-19 | 108
2016-05-24 | 87
2020-05-11 | 187
2016-03-08 | 919
2008-01-08 | 526
2001-03-18 | 904
2010-07-13 | 977
2010-03-27 | 836
2014-02-25 | 805
2018-04-05 | 990
2006-07-23 | 297
2014-02-26 | 749
2003-05-25 | 79
2011-06-08 | 621
2011-08-27 | 21
2008-02-23 | 372
2008-11-18 | 151
2007-03-15 | 613
2009-01-16 | 525
2009-09-20 | 987
2003-04-23 | 514
2020-06-17 | 384
2014-11-02 | 98
2005-04-19 | 213
2022-05-26 | 4
2003-04-14 | 162
2010-05-17 | 244
2014-04-01 | 892
2016-07-12 | 538
2008-12-15 | 672
2012-05-15 | 893
2022-10-27 | 769
2001-04-22 | 479
2015-04-22 | 325
2000-06-15 | 392
2023-03-09 | 566
2010-04-22 | 320
2017-08-18 | 680
2009-08-06 | 707
2014-04-21 | 117
2013-11-17 | 705
2022-11-08 | 24
2002-06-17 | 28
2011-10-15 | 23
2021-04-21 | 91
2004-06-28 | 490
2008-05-22 | 625
2010-07-07 | 750
2007-08-05 | 29
2010-04-02 | 312
2019-03-17 | 955
2000-04-27 | 323
2011-03-11 | 417
2015-06-25 | 576
2014-10-10 | 425
2010-04-12 | 167
2011-12-21 | 971
2022-07-17 | 966
2003-09-26 | 3
2013-09-19 | 250
2007-02-04 | 50
2011-12-19 | 976
2008-12-22 | 220
2022-05-09 | 109
2012-09-17 | 734
2017-05-18 | 370
2020-03-10 | 308
2007-05-07 | 265
2003-11-24 | 239
2005-02-24 | 890
2020-05-04 | 242
2024-12-28 | 513
2014-01-28 | 734
2004-09-13 | 249
2004-03-19 | 261
2015-01-15 | 843
2021-10-19 | 552
2009-07-27 | 254
2022-02-10 | 923
2006-05-05 | 896
2015-09-27 | 245
2013-11-23 | 667
2020-09-26 | 262
2023-12-06 | 919
2003-01-28 | 839
2021-07-23 | 920
2023-12-09 | 632
2024-05-05 | 240
2018-11-02 | 357
2000-08-17 | 921
2013-10-20 | 961
2017-10-01 | 522
2012-05-18 | 835
2024-04-16 | 549
2002-08-06 | 654
2011-10-11 | 956
2023-12-14 | 224
2016-07-18 | 854
2024-01-04 | 868
2002-09-19 | 966
2006-05-02 | 482
2011-10-28 | 366
2016-02-09 | 852
2001-07-26 | 550
2001-11-07 | 819
2018-08-27 | 920
2007-06-05 | 737
2016-04-24 | 49
2012-02-12 | 250
2022-12-17 | 738
2005-05-16 | 458
2008-05-09 | 11
2007-07-16 | 151
2011-02-16 | 469
2000-04-27 | 644
2023-10-10 | 137
2020-10-09 | 644
2019-01-28 | 324
2022-07-15 | 655
2009-12-28 | 416
2006-11-04 | 443
2007-03-25 | 757
2008-11-26 | 408
2008-04-11 | 906
2001-11-19 | 220
2015-10-01 | 987
2013-03-16 | 97
2002-11-23 | 211
2012-02-03 | 571
2003-03-21 | 738
2017-07-23 | 175
2006-09-10 | 257
2001-01-06 | 269
2019-06-05 | 585
2007-08-07 | 985
2015-05-25 | 129
2007-07-21 | 462
2024-06-01 | 268
2015-11-12 | 48
2014-10-06 | 17
2015-03-11 | 834
2013-04-20 | 22
2000-07-24 | 468
2002-12-10 | 336
2011-11-23 | 637
2008-07-10 | 550
2022-06-03 | 88
2005-08-18 | 495
2020-09-10 | 360
2018-02-11 | 193
2009-11-10 | 613
2001-12-03 | 815
2011-05-09 | 644
2003-07-11 | 852
2011-05-05 | 693
2001-10-25 | 548
2020-10-09 | 188
2001-03-03 | 285
2011-12-24 | 738
2006-06-26 | 267
2003-02-28 | 808
2017-10-09 | 478
2003-05-08 | 56
2002-08-01 | 547
2010-05-05 | 663
2005-07-18 | 891
2015-01-18 | 872
2005-11-28 | 758
2019-08-12 | 663
2014-08-27 | 870
2007-02-11 | 586
2006-04-18 | 718
2020-10-10 | 902
2020-03-03 | 261
2013-12-26 | 43
2014-05-03 | 610
2010-02-06 | 0
2002-12-19 | 184
2012-05-11 | 570
2008-05-01 | 131
2006-10-06 | 577
2010-04-03 | 698
2009-04-23 | 673
2005-09-08 | 791
2019-05-08 | 621
2003-02-27 | 517
2017-09-04 | 953
2015-04-21 | 422
2004-02-04 | 564
2003-06-12 | 12
2018-06-26 | 275
2007-05-15 | 926
2003-10-12 | 256
2003-10-14 | 848
2017-01-22 | 282
2016-10-05 | 96
2010-08-09 | 115
2000-08-20 | 220
2011-01-17 | 645
2011-07-28 | 417
2003-08-10 | 458
2009-08-03 | 626
2011-12-06 | 655
2000-06-16 | 163
2004-12-19 | 81
2020-03-19 | 783
2001-07-22 | 815
2016-09-09 | 244
2000-02-08 | 112
2006-10-27 | 420
2023-12-20 | 573
2023-07-25 | 802
2022-08-28 | 444
2002-02-17 | 103
2012-10-23 | 104
2013-11-21 | 889
2012-08-06 | 520
2017-04-21 | 642
2020-08-04 | 168
2001-05-15 | 951
2019-10-24 | 796
2020-12-20 | 782
2011-07-27 | 50
2003-08-04 | 192
2019-01-22 | 163
2012-02-22 | 882
2004-02-07 | 382
2000-05-06 | 996
2007-02-25 | 377
2008-12-20 | 745
2021-03-04 | 702
2016-07-07 | 87
2005-12-28 | 817
2019-09-21 | 98
2008-07-21 | 810
2006-03-11 | 813
2022-07-23 | 655
2000-10-21 | 23
2003-08-22 | 844
2008-09-05 | 715
2006-08-22 | 952
2020-02-15 | 429
2018-04-20 | 626
2024-07-04 | 648
2000-02-08 | 102
2012-05-07 | 190
2007-12-08 | 293
2000-04-21 | 459
2006-02-04 | 853
2007-11-11 | 278
2022-11-13 | 98
2024-05-27 | 324
2004-02-12 | 768
2013-02-04 | 821
2010-11-03 | 988
2017-11-20 | 575
2020-03-25 | 254
2001-04-17 | 425
2014-02-20 | 913
2014-10-10 | 570
2002-01-16 | 592
2000-07-18 | 86
2021-12-19 | 365
2006-06-01 | 778
2010-09-17 | 812
2008-06-22 | 424
2010-02-26 | 599
2011-04-02 | 165
2024-09-15 | 625
2010-12-28 | 858
2007-06-16 | 165
2010-04-24 | 797
2009-12-06 | 19
2023-12-17 | 358
2014-02-26 | 750
2014-04-01 | 764
2018-11-14 | 906
2001-09-17 | 8
2014-05-14 | 951
2003-01-01 | 387
2023-03-08 | 96
2011-12-08 | 925
2015-05-20 | 805
2001-08-22 | 695
2023-07-14 | 575
2016-02-12 | 55
2007-06-27 | 561
2006-07-05 | 429
2018-08-03 | 429
2014-02-11 | 7
2003-07-17 | 805
2008-06-09 | 759
2022-10-23 | 565
2024-02-17 | 932
2009-11-18 | 716
2011-02-14 | 605
2005-04-11 | 171
2008-10-27 | 214
2006-07-04 | 264
2004-08-28 | 878
2003-06-20 | 902
2008-12-03 | 117
2020-12-22 | 534
2002-08-08 | 382
2006-06-02 | 415
2022-01-06 | 853
2005-09-23 | 910
2000-10-25 | 603
2005-01-10 | 238
2022-09-16 | 745
2002-06-08 | 604
2024-11-19 | 930
2024-09-02 | 322
2005-03-24 | 810
2005-06-09 | 957
2016-10-01 | 46
2020-11-09 | 444
2016-08-06 | 945
2013-05-11 | 812
2017-01-28 | 942
2009-01-21 | 164
2023-12-20 | 205
2012-08-28 | 280
2012-08-07 | 57
2022-11-19 | 715
2009-12-22 | 598
2014-04-03 | 806
2001-10-09 | 936
2000-09-13 | 825
2006-04-07 | 945
2006-10-02 | 495
2021-08-22 | 818
2019-08-11 | 578
2002-04-25 | 666
2008-12-18 | 209
2023-10-26 | 150
2015-11-04 | 798
2004-07-28 | 612
2003-01-13 | 524
2000-10-20 | 144
2022-06-23 | 574
2024-08-22 | 182
2021-11-12 | 746
2020-06-02 | 985
2012-09-28 | 568
2009-03-10 | 190
2002-10-11 | 477
2006-02-02 | 130
2013-05-21 | 414
2005-10-17 | 601
2019-09-28 | 115
2006-01-21 | 420
2023-09-05 | 107
2018-02-10 | 721
2012-05-27 | 520
2000-01-15 | 116
2003-08-11 | 983
2006-12-13 | 128
2023-04-08 | 456
2005-12-05 | 405
2012-09-09 | 158
2013-11-20 | 252
2003-02-14 | 3
2009-12-04 | 637
2005-07-17 | 839
2008-05-08 | 356
2017-11-17 | 424
2015-01-02 | 653
2006-10-04 | 994
2007-07-20 | 85
2002-09-18 | 889
2020-09-23 | 278
2012-04-18 | 395
2009-05-28 | 303
2004-08-12 | 719
2007-09-01 | 564
2004-08-27 | 161
2006-02-08 | 161
2006-01-11 | 677
2023-05-12 | 811
2004-05-15 | 891
2014-03-19 | 618
2004-07-26 | 237
2011-11-14 | 840
2024-08-11 | 583
2000-02-09 | 806
2018-03-04 | 241
2022-07-13 | 854
2018-04-06 | 482
2000-08-09 | 554
2017-03-20 | 804
2002-05-17 | 153
2016-07-01 | 341
2007-09-20 | 0
2001-12-19 | 701
2004-11-12 | 100
2013-01-11 | 938
2020-04-26 | 213
2000-05-18 | 29
2016-02-15 | 757
2018-08-03 | 75
2003-06-21 | 730
2015-07-04 | 522
2022-03-27 | 686
2019-09-25 | 989
2014-10-15 | 416
2016-08-22 | 559
2012-05-13 | 5
2001-11-17 | 354
2021-01-25 | 112
2005-04-15 | 903
2011-05-14 | 955
2012-06-22 | 404
2018-08-17 | 661
2021-11-05 | 8
2023-01-18 | 849
2008-06-28 | 481
2002-01-14 | 484
2015-08-20 | 529
2014-05-05 | 352
2023-10-25 | 393
2006-09-11 | 352
2023-11-21 | 496
2014-06-10 | 224
2020-06-14 | 124
2022-08-18 | 864
2007-09-18 | 474
2002-03-27 | 627
2011-07-17 | 292
2016-07-09 | 465
2000-09-14 | 214
2008-12-23 | 956
2012-04-21 | 509
2021-06-18 | 81
2011-04-16 | 715
2024-10-07 | 360
2021-11-02 | 937
2013-10-19 | 488
2012-05-23 | 847
2000-01-24 | 639
2014-01-21 | 838
2023-02-20 | 611
2019-07-27 | 693
2011-01-03 | 634
2009-08-16 | 522
2012-03-11 | 474
2019-01-27 | 769
2010-10-21 | 952
2011-01-03 | 935
2008-06-03 | 830
2014-10-24 | 502
2022-06-05 | 332
2015-04-07 | 105
2012-10-08 | 131
2010-10-09 | 598
2008-01-19 | 444
2020-01-04 | 406
2001-11-09 | 992
2009-08-07 | 508
2014-03-13 | 29
2016-04-15 | 779
2018-03-11 | 953
2021-04-24 | 754
2000-06-28 | 96
2018-07-23 | 546
2014-07-23 | 823
2024-05-25 | 890
2016-01-13 | 760
2023-11-04 | 891
2024-02-02 | 496
2020-01-07 | 196
2004-06-25 | 347
2013-11-23 | 404
2013-05-05 | 789
2021-05-13 | 239
2013-05-04 | 64
2008-07-20 | 183
2023-01-12 | 120
2007-02-05 | 511
2016-05-15 | 631
2012-09-20 | 102
2018-04-01 | 114
2004-05-10 | 20
2001-02-21 | 234
2024-08-26 | 399
2000-01-09 | 557
2015-09-05 | 981
2003-07-21 | 15
2010-12-27 | 328
2015-07-07 | 494
2011-12-03 | 162
2004-07-05 | 856
2019-11-04 | 294
2022-12-16 | 512
2018-12-22 | 873
2024-06-05 | 284
2007-11-01 | 72
2022-07-27 | 358
2008-06-25 | 814
2008-10-03 | 77
2014-11-08 | 161
2009-03-27 | 129
2020-04-15 | 395
2002-12-16 | 786
2003-01-19 | 26
2006-01-25 | 364
2009-02-16 | 593
2003-06-11 | 17
2006-07-15 | 293
2020-05-19 | 518
2024-10-10 | 53
2022-01-20 | 325
2021-10-16 | 103
2000-01-12 | 35
2022-03-25 | 575
2002-03-17 | 735
2023-03-05 | 421
2002-12-28 | 51
2009-09-25 | 656
2004-12-22 | 201
2019-10-25 | 169
2002-12-05 | 174
2001-05-10 | 730
2014-10-02 | 639
2013-11-21 | 142
2001-04-18 | 285
2009-06-22 | 816
2019-07-10 | 288
2015-10-15 | 492
2002-11-19 | 30
2003-04-25 | 794
2008-07-26 | 924
2001-07-11 | 777
2024-09-03 | 161
2011-08-06 | 558
2010-07-07 | 701
2000-09-14 | 927
2000-05-11 | 278
2002-11-25 | 88
2002-02-13 | 128
2005-07-26 | 957
2015-12-07 | 952
2005-12-19 | 768
2022-05-26 | 572
2019-11-12 | 444
2003-02-07 | 558
2011-03-19 | 288
2005-07-02 | 763
2013-07-13 | 131
2000-03-28 | 132
2016-02-25 | 838
2007-10-23 | 426
2015-02-03 | 370
2002-05-21 | 415
2021-03-20 | 854
2011-05-22 | 25
2005-02-17 | 957
2006-04-10 | 572
2015-11-15 | 597
2019-05-09 | 559
2012-07-07 | 616
2022-07-12 | 393
2014-12-20 | 425
2017-09-15 | 522
2003-11-16 | 136
2001-06-09 | 493
2015-11-16 | 734
2019-04-19 | 484
2017-05-13 | 664
2015-05-15 | 979
2004-06-26 | 946
2024-04-22 | 779
2018-05-21 | 771
2021-01-14 | 188
2020-05-08 | 441
2002-02-26 | 944
2024-03-14 | 691
2018-08-08 | 897
2003-01-12 | 254
2010-01-07 | 505
2015-11-06 | 538
2001-11-08 | 21
2004-07-20 | 481
2023-09-26 | 772
2022-07-20 | 740
2011-11-22 | 842
2014-10-01 | 902
2022-11-20 | 814
2007-05-22 | 359
2011-05-01 | 940
2009-08-14 | 357
2015-12-14 | 462
2018-05-12 | 807
2008-05-06 | 49
2000-02-28 | 875
2003-12-06 | 12
2001-07-24 | 790
2003-05-03 | 612
2003-05-22 | 643
2011-11-19 | 104
2022-06-20 | 882
2005-09-28 | 583
2010-08-27 | 590
2023-12-19 | 101
2023-03-20 | 128
2005-07-26 | 433
2007-11-26 | 645
2013-08-26 | 612
2002-10-15 | 809
2002-02-01 | 639
2014-07-06 | 14
2008-09-05 | 708
2010-08-05 | 940
2010-02-06 | 219
2015-07-21 | 505
2020-07-14 | 997
2006-08-08 | 960
2017-08-17 | 809
2010-10-12 | 920
2015-04-01 | 875
2001-01-04 | 688
2021-06-25 | 738
2024-01-16 | 145
2015-09-19 | 773
2004-10-27 | 471
2009-07-13 | 71
2019-09-08 | 937
2022-08-05 | 750
2012-05-20 | 885
2002-12-12 | 328
2023-11-02 | 914
2005-01-12 | 309
2000-06-02 | 586
2013-10-06 | 735
2023-05-09 | 673
2023-05-16 | 463
2024-03-01 | 153
2013-05-23 | 737
2017-12-08 | 825
2006-11-07 | 657
2020-08-16 | 35
2014-02-23 | 662
2009-11-12 | 985
2014-12-09 | 615
2000-09-26 | 239
2022-04-09 | 367
2014-04-09 | 298
2023-03-12 | 893
2000-03-26 | 739
2009-12-18 | 169
2000-06-07 | 589
2002-11-01 | 877
2004-06-01 | 279
2007-09-11 | 599
2000-11-26 | 149
2018-05-15 | 870
2008-12-14 | 670
2000-04-12 | 925
2006-02-23 | 60
2001-11-06 | 105
2000-03-17 | 732
2004-07-28 | 682
2022-09-08 | 793
2011-06-20 | 947
2024-10-26 | 276
2015-09-22 | 848
2003-12-05 | 804
2014-10-18 | 941
2007-03-11 | 214
2003-06-13 | 953
2017-04-11 | 778
2006-02-22 | 205
2011-03-06 | 78
2002-03-19 | 655
2003-03-20 | 295
2011-10-25 | 395
2019-11-22 | 99
2022-02-21 | 614
2011-11-17 | 945
2012-11-03 | 298
2018-01-02 | 371
2022-12-11 | 176
2017-03-04 | 930
2013-12-18 | 334
2024-12-14 | 646
2021-11-13 | 785
2013-01-15 | 900
2005-01-08 | 399
2020-01-15 | 643
2008-05-16 | 777
2015-03-12 | 305
2003-06-24 | 79
2001-06-02 | 224
2013-02-22 | 603
2023-04-17 | 280
2001-08-24 | 948
2012-10-28 | 622
2004-07-17 | 344
2006-04-07 | 162
2000-02-02 | 628
2016-04-26 | 681
2008-03-02 | 758
2008-06-24 | 686
2002-03-03 | 939
2024-07-22 | 878
2015-06-15 | 97
2002-05-12 | 377
2018-05-19 | 636
2023-08-03 | 884
2002-08-15 | 435
2002-02-26 | 756
